OrderLineID;Date;SKU;DealerID;RegionID;QtaOrdinata;QtaEvasa;PrezzoUnitario;RicavoRiga;CostoRiga;TipoOrdine;SLA_richiesto_gg;FlagStockout;FlagOTIF
42831;2024-09-12;MI-MC-08-0492;D011;R1;2;0;53,1;106,2;56,38;VOR;1;1;0
42832;2025-11-07;LOAD-07-0790;D084;R2;1;1;265,65;265,65;217,94;Stock;5;0;1
42833;2024-08-05;MI-MC-06-0519;D131;R4;1;1;72,11;72,11;46,06;Stock;2;0;1
42834;2025-04-27;MT-06-0168;D096;R3;4;0;130,83;523,32;358,44;Stock;5;1;0
42835;2024-05-03;MLT-07-0203;D065;R2;2;2;223,39;446,78;403,06;VOR;1;0;1
42836;2025-09-24;MLT-06-0199;D064;R2;3;3;90,62;271,86;177,45;VOR;1;0;1
42837;2025-12-25;MLT-06-0345;D066;R2;1;1;158,27;158,27;112,15;VOR;1;0;0
42838;2024-01-02;MT-06-0043;D071;R2;1;1;36,74;36,74;25,05;Stock;3;0;1
42839;2024-05-22;MT-08-0121;D033;R1;3;3;52,86;158,58;97,11;Stock;3;0;1
42840;2024-06-13;MT-04-0052;D049;R2;1;1;865,28;865,28;685,71;VOR;1;0;1
42841;2025-08-03;MT-09-0170;D052;R2;1;1;116,53;116,53;78,19;Stock;3;0;1
42842;2025-03-09;MLT-10-0204;D061;R2;1;1;175,06;175,06;117,13;VOR;1;0;1
42843;2024-10-15;MT-04-0052;D126;R4;5;5;865,28;4326,4;3428,55;VOR;1;0;0
42844;2025-08-21;MLT-09-0212;D018;R1;5;5;282,23;1411,15;880,15;Stock;3;0;1
42845;2025-02-04;LOAD-01-0732;D107;R3;1;0;53,65;53,65;31,61;Stock;3;1;0
42846;2024-06-02;LOAD-03-0737;D124;R4;3;3;292,88;878,64;619,77;Stock;2;0;1
42847;2024-11-10;MT-06-0007;D064;R2;2;0;83,66;167,32;108,86;Stock;3;1;0
42848;2025-02-04;MT-03-0191;D127;R4;2;2;243,17;486,34;372,34;Stock;5;0;1
42849;2025-06-24;AWP-09-0668;D097;R3;1;1;103,54;103,54;68,58;VOR;1;0;1
42850;2024-12-31;MLT-09-0317;D061;R2;1;1;276,73;276,73;183,73;Stock;5;0;1
42851;2024-01-13;LOAD-M-01-0821;D035;R1;1;1;43,51;43,51;27,65;Stock;3;0;1
42852;2024-08-03;MLT-02-0337;D049;R2;6;6;116,15;696,9;487,8;Stock;2;0;1
42853;2025-07-16;MT-08-0021;D028;R1;1;1;35,43;35,43;21,83;Stock;3;0;1
42854;2024-07-16;MRT-02-0379;D126;R4;1;1;287,94;287,94;222,3;Stock;5;0;1
42855;2025-11-30;MT-04-0113;D046;R1;5;5;230,35;1151,75;951,5;Stock;3;0;1
42856;2024-09-02;MLT-09-0317;D011;R1;1;1;276,73;276,73;183,73;VOR;1;0;1
42857;2024-08-04;MT-07-0046;D008;R1;4;4;162,67;650,68;489,68;Stock;5;0;1
42858;2024-11-18;MI-MC-08-0521;D044;R1;1;0;17,79;17,79;11,04;VOR;1;1;0
42859;2024-10-10;MLT-10-0204;D051;R2;1;0;167,84;167,84;117,13;VOR;1;1;0
42860;2025-10-28;MLT-09-0243;D134;R4;2;2;288,8;577,6;357,12;Stock;5;0;1
42861;2024-05-31;MT-03-0189;D049;R2;5;5;671,81;3359,05;2373,0;VOR;1;0;1
42862;2024-11-12;MLT-06-0345;D077;R2;9;9;158,27;1424,43;1009,35;Stock;5;0;1
42863;2024-07-31;MLT-05-0219;D113;R3;1;1;230,62;230,62;144,57;Stock;5;0;1
42864;2025-08-22;MLT-08-0205;D127;R4;5;5;42,98;214,9;136,1;Stock;5;0;1
42865;2025-01-29;LOAD-05-0714;D062;R2;1;1;203,06;203,06;139,83;VOR;1;0;1
42866;2024-10-23;MRT-03-0445;D030;R1;1;1;250,64;250,64;167,7;VOR;1;0;0
42867;2025-12-05;MLT-10-0363;D031;R1;1;1;343,78;343,78;241,43;Stock;3;0;1
42868;2024-09-01;MLT-03-0195;D083;R2;1;1;619,46;619,46;468,93;Stock;2;0;1
42869;2024-04-21;LOAD-M-06-0831;D007;R1;9;9;160,55;1444,95;1062,72;Stock;3;0;1
42870;2025-01-06;MLT-01-0211;D019;R1;2;2;38,42;76,84;43,58;Stock;3;0;1
42871;2025-05-07;MT-03-0110;D119;R3;1;1;265,07;265,07;211,48;Stock;5;0;1
42872;2024-11-09;MLT-07-0262;D018;R1;1;1;361,94;361,94;301,12;Stock;3;0;1
42873;2025-09-26;MT-02-0158;D049;R2;1;1;353,72;353,72;239,23;Stock;5;0;1
42874;2025-10-29;MRT-08-0419;D112;R3;2;2;44,84;89,68;60,42;Stock;2;0;1
42875;2024-02-15;MT-04-0113;D075;R2;1;1;253,91;253,91;190,3;VOR;1;0;1
42876;2025-12-11;MLT-08-0205;D085;R2;1;1;42,98;42,98;27,22;Stock;3;0;1
42877;2025-09-06;MI-MC-08-0557;D018;R1;1;1;24,1;24,1;13,2;Stock;5;0;1
42878;2024-04-03;MI-MC-05-0477;D011;R1;1;0;85,19;85,19;57,87;VOR;1;1;0
42879;2024-11-02;MLT-08-0314;D135;R4;1;1;52,25;52,25;32,59;VOR;1;0;1
42880;2025-10-30;MRT-08-0390;D060;R2;4;0;57,03;228,12;155,8;Stock;2;1;0
42881;2025-10-24;MLT-01-0366;D072;R2;3;3;40,71;122,13;77,55;Stock;5;0;1
42882;2024-08-21;MRT-01-0449;D083;R2;4;4;61,52;246,08;142,88;Stock;5;0;1
42883;2024-06-03;MLT-02-0287;D132;R4;2;2;96,43;192,86;120,48;VOR;1;0;1
42884;2024-06-12;AWP-04-0672;D062;R2;2;2;812,32;1624,64;1382,78;Stock;3;0;1
42885;2024-10-06;MT-02-0159;D006;R1;1;1;141,48;141,48;111,9;Stock;3;0;1
42886;2025-04-10;MLT-10-0318;D062;R2;3;3;349,27;1047,81;821,58;VOR;1;0;1
42887;2024-04-02;MI-MC-02-0461;D122;R3;1;1;396,58;396,58;269,5;Stock;2;0;1
42888;2024-07-07;MLT-06-0228;D077;R2;2;2;67,13;134,26;97,88;VOR;1;0;1
42889;2024-03-12;MT-08-0021;D095;R3;2;2;36,96;73,92;43,66;Stock;5;0;1
42890;2024-10-06;MT-08-0072;D091;R2;1;1;43,45;43,45;27,7;Stock;3;0;1
42891;2025-12-01;MT-07-0081;D033;R1;1;1;158,12;158,12;133,18;VOR;1;0;1
42892;2024-02-05;MRT-01-0449;D016;R1;1;1;61,52;61,52;35,72;Stock;2;0;1
42893;2025-04-29;MT-07-0054;D052;R2;1;1;530,96;530,96;412,21;Stock;3;0;1
42894;2024-04-04;MT-08-0124;D024;R1;1;1;26,79;26,79;15,47;VOR;1;0;0
42895;2025-08-03;MLT-08-0194;D122;R3;8;8;34,74;277,92;177,2;Stock;5;0;1
42896;2024-11-23;MLT-03-0325;D004;R1;1;1;691,63;691,63;518,35;VOR;1;0;1
42897;2025-11-15;LOAD-04-0748;D119;R3;1;1;390,81;390,81;311,39;VOR;1;0;1
42898;2025-03-16;LOAD-04-0734;D087;R2;1;1;616,02;616,02;504,01;VOR;1;0;0
42899;2025-06-21;LOAD-04-0705;D001;R1;1;1;533,95;533,95;361,65;Stock;5;0;1
42900;2025-09-18;MRT-07-0380;D020;R1;2;2;467,61;935,22;844,88;Stock;2;0;1
42901;2024-04-16;MLT-09-0340;D068;R2;2;2;330,11;660,22;420,28;Stock;2;0;1
42902;2025-12-18;MI-MC-01-0532;D032;R1;1;1;16,32;16,32;11,83;Stock;2;0;1
42903;2025-06-11;TMM-10-0620;D014;R1;1;1;342,86;342,86;247,01;Stock;2;0;1
42904;2025-06-20;MT-09-0192;D130;R4;4;4;306,69;1226,76;706,96;Stock;5;0;1
42905;2025-08-19;MT-06-0168;D095;R3;1;1;136,46;136,46;89,61;Stock;3;0;1
42906;2024-06-20;MLT-10-0254;D106;R3;1;1;333,94;333,94;234,79;Stock;3;0;1
42907;2024-03-13;MI-MC-01-0510;D130;R4;1;1;58,49;58,49;34,13;Stock;3;0;1
42908;2024-06-17;MRT-06-0420;D053;R2;1;1;34,9;34,9;25,97;Stock;3;0;1
42909;2025-09-09;LOAD-05-0714;D034;R1;7;7;223,83;1566,81;978,81;VOR;1;0;1
42910;2024-07-16;MT-06-0010;D004;R1;1;0;149,87;149,87;101,36;Stock;3;1;0
42911;2024-10-18;MLT-10-0204;D099;R3;1;1;175,06;175,06;117,13;VOR;1;0;1
42912;2024-09-16;MT-03-0110;D048;R2;3;3;250,82;752,46;634,44;VOR;1;0;1
42913;2024-06-06;LOAD-10-0742;D066;R2;1;1;207,11;207,11;147,2;VOR;1;0;1
42914;2024-04-10;LOAD-03-0743;D051;R2;1;0;530,48;530,48;423,24;VOR;1;1;0
42915;2024-11-04;LOAD-09-0773;D014;R1;2;2;264,06;528,12;371,96;Stock;5;0;1
42916;2025-10-28;MLT-10-0260;D021;R1;1;1;145,32;145,32;111,73;VOR;1;0;1
42917;2025-07-19;MI-MC-08-0508;D125;R4;1;1;51,99;51,99;32,05;Stock;5;0;1
42918;2024-03-01;LOAD-03-0806;D080;R2;1;1;631,33;631,33;517,98;Stock;3;0;1
42919;2025-10-16;MI-MC-02-0530;D014;R1;4;4;369,92;1479,68;1115,32;Stock;5;0;1
42920;2025-05-21;LOAD-03-0743;D057;R2;2;2;553,3;1106,6;846,48;VOR;1;0;1
42921;2025-02-18;LOAD-M-06-0831;D068;R2;3;3;160,55;481,65;354,24;Stock;2;0;1
42922;2025-05-07;MLT-09-0223;D011;R1;1;1;161,72;161,72;99,87;VOR;1;0;0
42923;2024-01-16;MT-10-0128;D041;R1;4;4;330,75;1323,0;856,56;Stock;5;0;1
42924;2024-08-22;MLT-03-0234;D057;R2;2;2;691,76;1383,52;931,38;Stock;5;0;1
42925;2024-07-21;LOAD-03-0715;D009;R1;3;3;314,53;943,59;668,61;Stock;2;0;1
42926;2025-12-04;MT-03-0165;D046;R1;2;2;174,55;349,1;271,34;Stock;3;0;1
42927;2025-03-15;MT-09-0034;D074;R2;1;1;98,43;98,43;67,95;Stock;3;0;1
42928;2025-06-05;MRT-07-0453;D019;R1;1;1;534,57;534,57;448,04;Stock;5;0;1
42929;2025-11-08;AWP-09-0625;D089;R2;2;2;233,39;466,78;280,08;Stock;3;0;1
42930;2024-02-24;AWP-01-0630;D025;R1;2;2;17,95;35,9;23,74;Stock;3;0;1
42931;2024-07-14;MLT-05-0219;D066;R2;1;1;230,62;230,62;144,57;Stock;3;0;1
42932;2025-01-25;MLT-07-0222;D063;R2;1;1;278,66;278,66;262,51;Stock;2;0;1
42933;2025-05-01;AWP-10-0642;D039;R1;1;1;515,12;515,12;324,47;Stock;5;0;1
42934;2024-09-13;MRT-10-0422;D036;R1;2;2;351,64;703,28;527,82;VOR;1;0;1
42935;2025-03-07;MI-MC-06-0476;D129;R4;7;7;140,06;980,42;664,02;Stock;3;0;1
42936;2024-07-20;MT-10-0128;D061;R2;1;1;330,75;330,75;214,14;Stock;3;0;1
42937;2025-11-14;MT-05-0075;D008;R1;4;0;245,43;981,72;653,8;Stock;2;1;0
42938;2025-03-25;MLT-04-0303;D103;R3;1;0;191,88;191,88;155,47;Stock;3;1;0
42939;2025-02-15;AWP-10-0643;D043;R1;1;1;270,78;270,78;184,52;Stock;3;0;1
42940;2024-03-22;MT-09-0150;D103;R3;1;1;58,11;58,11;36,91;VOR;1;0;1
42941;2024-09-12;MLT-02-0337;D030;R1;4;4;121,14;484,56;325,2;VOR;1;0;1
42942;2025-08-12;MT-07-0054;D039;R1;1;1;553,8;553,8;412,21;Stock;5;0;1
42943;2025-02-18;MT-01-0116;D031;R1;2;2;62,76;125,52;84,3;Stock;5;0;1
42944;2025-04-20;MT-07-0183;D102;R3;1;1;369,87;369,87;301,86;VOR;1;0;1
42945;2025-12-12;LOAD-M-03-0863;D032;R1;1;1;132,15;132,15;97,61;Stock;2;0;1
42946;2025-01-27;MLT-01-0259;D072;R2;1;1;72,35;72,35;42,14;Stock;5;0;1
42947;2025-01-16;MRT-04-0389;D004;R1;1;1;675,2;675,2;531,45;Stock;3;0;1
42948;2024-08-08;TMM-01-0595;D028;R1;1;1;77,51;77,51;46,09;Stock;5;0;1
42949;2024-09-03;MT-03-0165;D114;R3;1;1;174,55;174,55;135,67;Stock;3;0;1
42950;2024-10-07;MRT-09-0404;D063;R2;4;4;152,09;608,36;424,48;VOR;1;0;1
42951;2024-09-01;MT-08-0175;D039;R1;3;3;12,07;36,21;21,6;VOR;1;0;1
42952;2024-10-09;MLT-01-0259;D041;R1;1;1;72,35;72,35;42,14;Stock;2;0;1
42953;2025-02-26;MT-01-0179;D001;R1;1;1;39,97;39,97;23,94;Stock;3;0;1
42954;2024-11-24;MT-05-0153;D087;R2;1;1;177,83;177,83;113,97;Stock;5;0;1
42955;2024-11-12;MT-07-0183;D024;R1;1;0;369,87;369,87;301,86;Stock;5;1;0
42956;2025-11-22;MT-07-0046;D042;R1;1;1;155,96;155,96;122,42;VOR;1;0;1
42957;2024-12-03;MT-05-0051;D114;R3;3;3;115,53;346,59;267,03;VOR;1;0;1
42958;2025-02-17;LOAD-M-06-0831;D062;R2;7;7;151,91;1063,37;826,56;Stock;5;0;1
42959;2024-05-26;MLT-04-0231;D112;R3;2;2;268,52;537,04;388,74;Stock;2;0;1
42960;2025-09-27;MLT-07-0227;D036;R1;1;1;138,33;138,33;112,09;Stock;2;0;1
42961;2025-08-03;MLT-08-0208;D111;R3;1;1;37,82;37,82;26,0;Stock;5;0;1
42962;2025-08-08;LOAD-03-0737;D069;R2;1;1;277,13;277,13;206,59;Stock;2;0;1
42963;2024-08-16;MI-MC-02-0461;D040;R1;1;1;396,58;396,58;269,5;Stock;2;0;1
42964;2025-12-05;MRT-08-0419;D089;R2;1;1;49,42;49,42;30,21;VOR;1;0;0
42965;2024-11-05;AWP-05-0689;D021;R1;3;0;267,02;801,06;552,99;Stock;2;1;0
42966;2024-01-11;MT-01-0004;D020;R1;1;1;46,61;46,61;33,05;Stock;5;0;1
42967;2024-11-29;MT-06-0073;D028;R1;1;1;33,77;33,77;22,15;Stock;3;0;1
42968;2024-01-25;MT-07-0094;D078;R2;3;3;469,03;1407,09;1331,94;Stock;5;0;1
42969;2024-11-07;LOAD-06-0726;D112;R3;1;1;90,72;90,72;60,93;Stock;3;0;1
42970;2024-05-01;LOAD-08-0780;D084;R2;2;2;11,08;22,16;12,08;VOR;1;0;1
42971;2024-09-12;MT-01-0132;D065;R2;4;4;54,45;217,8;147,56;Stock;2;0;1
42972;2025-07-02;MT-01-0152;D105;R3;1;0;28,71;28,71;18,72;Stock;5;1;0
42973;2025-11-19;MI-MC-06-0490;D095;R3;2;0;202,77;405,54;275,94;Stock;5;1;0
42974;2025-10-06;MT-05-0048;D122;R3;1;1;237,22;237,22;159,67;Stock;3;0;1
42975;2025-03-17;MLT-06-0312;D135;R4;1;1;200,16;200,16;133,92;VOR;1;0;1
42976;2025-12-16;MT-06-0001;D088;R2;4;4;181,83;727,32;539,68;Stock;2;0;1
42977;2024-05-22;MT-04-0052;D070;R2;2;2;902,5;1805,0;1371,42;Stock;5;0;1
42978;2024-08-03;MLT-06-0361;D131;R4;2;2;58,73;117,46;85,26;Stock;5;0;1
42979;2025-12-24;MT-07-0119;D046;R1;2;2;260,38;520,76;435,56;Stock;3;0;1
42980;2024-05-06;MT-09-0076;D064;R2;1;1;153,44;153,44;93,55;Stock;3;0;1
42981;2024-12-31;MLT-08-0205;D009;R1;1;0;42,98;42,98;27,22;Stock;2;1;0
42982;2025-03-10;TMM-07-0623;D074;R2;1;1;365,94;365,94;323,05;VOR;1;0;1
42983;2024-06-13;MT-01-0116;D088;R2;1;1;62,76;62,76;42,15;Stock;3;0;1
42984;2025-11-03;MLT-07-0349;D078;R2;2;2;437,69;875,38;764,98;Stock;5;0;1
42985;2024-11-08;MT-03-0191;D059;R2;2;2;253,63;507,26;372,34;Stock;2;0;1
42986;2024-11-29;MI-MC-02-0503;D008;R1;1;1;268,94;268,94;175,78;Stock;2;0;1
42987;2025-09-26;MLT-01-0259;D135;R4;1;1;72,35;72,35;42,14;VOR;1;0;1
42988;2025-07-06;MT-03-0165;D043;R1;1;1;192,4;192,4;135,67;Stock;3;0;1
42989;2025-03-04;LOAD-05-0714;D036;R1;4;4;223,83;895,32;559,32;Stock;5;0;1
42990;2025-12-20;MLT-08-0279;D040;R1;1;1;50,38;50,38;27,19;Stock;5;0;1
42991;2025-12-07;MLT-01-0332;D022;R1;1;0;56,39;56,39;32,8;Stock;5;1;0
42992;2025-04-22;MLT-07-0227;D064;R2;3;3;132,63;397,89;336,27;VOR;1;0;1
42993;2025-08-14;MT-03-0020;D079;R2;2;2;496,64;993,28;688,88;VOR;1;0;1
42994;2024-10-29;MT-01-0116;D024;R1;3;3;66,33;198,99;126,45;Stock;2;0;1
42995;2024-07-18;MLT-07-0311;D035;R1;3;3;399,38;1198,14;1021,65;VOR;1;0;1
42996;2025-12-03;MLT-10-0335;D095;R3;2;2;433,0;866,0;591,02;Stock;3;0;1
42997;2025-04-15;MLT-07-0222;D087;R2;1;1;278,66;278,66;262,51;Stock;3;0;1
42998;2025-06-04;LOAD-10-0792;D047;R1;4;4;291,81;1167,24;832,68;Stock;5;0;1
42999;2025-11-19;MRT-10-0395;D072;R2;1;1;101,35;101,35;66,87;Stock;2;0;1
43000;2025-01-26;MLT-08-0205;D024;R1;1;0;42,98;42,98;27,22;Stock;3;1;0
43001;2025-05-16;MLT-08-0205;D053;R2;1;1;42,98;42,98;27,22;VOR;1;0;1
43002;2025-02-18;MI-MC-06-0497;D098;R3;1;1;173,68;173,68;115,13;VOR;1;0;1
43003;2024-02-25;LOAD-04-0750;D007;R1;1;0;656,53;656,53;482,16;Stock;5;1;0
43004;2025-02-06;MT-08-0123;D110;R3;1;0;46,99;46,99;27,5;Stock;5;1;0
43005;2024-05-21;MLT-10-0260;D035;R1;1;1;145,32;145,32;111,73;Stock;3;0;1
43006;2024-07-28;MLT-03-0291;D034;R1;2;2;702,02;1404,04;950,98;Stock;2;0;1
43007;2025-11-05;MLT-01-0366;D021;R1;2;0;39,03;78,06;51,7;VOR;1;1;0
43008;2025-09-01;MLT-01-0197;D019;R1;1;1;54,98;54,98;31,63;Stock;5;0;1
43009;2025-03-04;MT-09-0017;D035;R1;1;1;342,31;342,31;213,85;Stock;5;0;1
43010;2025-01-23;MT-09-0170;D043;R1;1;1;121,54;121,54;78,19;Stock;3;0;1
43011;2025-06-02;MT-03-0136;D120;R3;1;0;281,94;281,94;187,19;Stock;2;1;0
43012;2025-06-18;MLT-05-0356;D042;R1;2;2;58,81;117,62;70,96;Stock;2;0;1
43013;2025-03-01;MT-09-0170;D019;R1;2;2;121,54;243,08;156,38;Stock;5;0;1
43014;2024-01-15;MT-10-0164;D047;R1;1;0;276,0;276,0;179,26;Stock;2;1;0
43015;2025-06-11;MT-03-0107;D012;R1;1;1;732,7;732,7;494,01;VOR;1;0;1
43016;2024-04-04;MT-04-0113;D019;R1;2;2;253,91;507,82;380,6;Stock;3;0;1
43017;2024-05-15;LOAD-M-08-0872;D110;R3;1;1;28,95;28,95;19,15;Stock;2;0;1
43018;2024-01-07;MRT-07-0452;D036;R1;3;3;402,09;1206,27;986,16;Stock;3;0;1
43019;2025-05-05;LOAD-02-0805;D079;R2;3;3;367,72;1103,16;827,97;Stock;2;0;1
43020;2024-05-19;MRT-10-0373;D059;R2;2;2;390,9;781,8;565,8;Stock;5;0;1
43021;2024-03-17;MT-05-0041;D137;R4;1;1;252,08;252,08;146,57;Stock;3;0;1
43022;2024-09-18;MLT-04-0302;D042;R1;1;1;397,34;397,34;286,26;Stock;2;0;1
43023;2025-10-02;MLT-06-0283;D058;R2;1;1;134,42;134,42;86,47;VOR;1;0;1
43024;2025-05-18;MLT-06-0312;D028;R1;1;1;191,91;191,91;133,92;Stock;3;0;1
43025;2024-04-01;MT-08-0130;D085;R2;4;4;22,66;90,64;50,48;VOR;1;0;1
43026;2024-03-29;MT-10-0128;D101;R3;1;1;300,06;300,06;214,14;Stock;3;0;1
43027;2025-03-22;MI-MC-05-0472;D110;R3;1;1;118,65;118,65;86,56;Stock;2;0;1
43028;2025-03-23;AWP-08-0644;D092;R2;1;1;58,86;58,86;32,85;Stock;5;0;1
43029;2024-05-02;MI-MC-02-0461;D079;R2;2;2;396,58;793,16;539,0;VOR;1;0;1
43030;2024-07-08;MLT-09-0334;D107;R3;1;1;329,95;329,95;197,26;Stock;3;0;1
43031;2024-08-28;LOAD-M-06-0831;D101;R3;1;1;151,91;151,91;118,08;Stock;5;0;1
43032;2024-01-26;MT-06-0100;D081;R2;1;0;163,66;163,66;108,49;VOR;1;1;0
43033;2025-03-22;MT-07-0119;D001;R1;3;3;287,01;861,03;653,34;Stock;3;0;1
43034;2025-06-08;MT-01-0132;D024;R1;2;2;54,45;108,9;73,78;Stock;2;0;1
43035;2024-07-18;MT-08-0087;D020;R1;1;1;14,04;14,04;8,25;Stock;5;0;1
43036;2025-05-04;LOAD-M-10-0819;D008;R1;1;1;587,32;587,32;431,71;Stock;2;0;1
43037;2025-06-02;MI-MC-07-0478;D096;R3;4;4;464,98;1859,92;1489,96;Stock;5;0;1
43038;2024-09-23;MT-08-0174;D014;R1;3;3;12,18;36,54;22,08;Stock;5;0;1
43039;2024-05-30;LOAD-04-0747;D054;R2;3;3;295,14;885,42;750,6;Stock;3;0;1
43040;2024-01-14;MT-01-0145;D032;R1;1;1;70,01;70,01;48,61;Stock;2;0;1
43041;2025-08-07;MT-03-0108;D078;R2;3;3;347,41;1042,23;812,46;Stock;5;0;1
43042;2024-12-30;MT-06-0043;D022;R1;1;1;36,74;36,74;25,05;VOR;1;0;1
43043;2024-06-22;MLT-02-0237;D073;R2;4;4;277,28;1109,12;838,4;VOR;1;0;1
43044;2024-10-17;MLT-03-0325;D004;R1;1;1;691,63;691,63;518,35;Stock;2;0;0
43045;2025-10-30;LOAD-M-03-0863;D014;R1;1;1;139,66;139,66;97,61;Stock;3;0;1
43046;2025-05-11;MT-02-0071;D077;R2;10;10;302,44;3024,4;2250,4;VOR;1;0;1
43047;2024-11-24;MLT-02-0287;D023;R1;1;1;96,43;96,43;60,24;Stock;5;0;1
43048;2025-07-21;MI-MC-08-0468;D048;R2;2;2;57,31;114,62;68,38;VOR;1;0;1
43049;2025-12-11;MLT-07-0222;D112;R3;2;2;278,66;557,32;525,02;Stock;2;0;1
43050;2024-05-06;MT-02-0071;D096;R3;4;4;302,44;1209,76;900,16;Stock;5;0;1
43051;2024-04-04;MLT-06-0312;D074;R2;1;1;191,91;191,91;133,92;VOR;1;0;1
43052;2025-10-08;LOAD-M-06-0845;D046;R1;3;0;98,32;294,96;209,49;Stock;3;1;0
43053;2024-08-07;MI-MC-02-0529;D063;R2;1;1;334,22;334,22;237,0;Stock;5;0;1
43054;2025-08-02;MLT-02-0261;D062;R2;5;5;211,12;1055,6;786,9;Stock;5;0;1
43055;2025-06-07;LOAD-04-0727;D028;R1;1;1;907,35;907,35;680,02;VOR;1;0;1
43056;2025-04-22;MLT-04-0258;D088;R2;1;1;244,91;244,91;176,45;Stock;5;0;1
43057;2025-05-20;MT-09-0150;D006;R1;1;1;58,11;58,11;36,91;Stock;2;0;1
43058;2024-07-13;MLT-02-0292;D074;R2;1;1;148,29;148,29;107,31;Stock;3;0;1
43059;2024-10-13;MLT-06-0304;D010;R1;1;1;95,58;95,58;64,19;Stock;2;0;1
43060;2025-02-19;MT-07-0091;D078;R2;1;0;118,73;118,73;109,69;Stock;3;1;0
43061;2025-02-28;AWP-09-0671;D029;R1;1;0;207,3;207,3;134,63;Stock;3;1;0
43062;2024-12-17;MT-08-0087;D038;R1;2;2;14,04;28,08;16,5;Stock;2;0;1
43063;2025-05-11;MT-08-0174;D014;R1;3;3;12,18;36,54;22,08;Stock;3;0;1
43064;2024-09-04;MLT-08-0205;D047;R1;1;1;44,83;44,83;27,22;VOR;1;0;1
43065;2025-09-01;MLT-07-0222;D053;R2;3;3;294,49;883,47;787,53;Stock;5;0;1
43066;2025-07-06;LOAD-08-0722;D122;R3;13;0;49,11;638,43;392,73;Stock;3;1;0
43067;2025-07-30;MI-MC-08-0527;D102;R3;5;5;19,68;98,4;63,25;Stock;2;0;1
43068;2025-06-10;MLT-07-0222;D073;R2;4;4;294,49;1177,96;1050,04;Stock;2;0;1
43069;2025-05-08;LOAD-10-0704;D075;R2;1;1;441,02;441,02;298,71;VOR;1;0;1
43070;2024-01-22;MT-08-0155;D100;R3;1;1;56,47;56,47;30,62;Stock;3;0;1
43071;2025-02-21;MT-08-0121;D037;R1;1;0;50,68;50,68;32,37;Stock;3;1;0
43072;2024-11-15;LOAD-05-0714;D043;R1;1;1;223,83;223,83;139,83;VOR;1;0;1
43073;2025-06-15;MLT-07-0311;D115;R3;2;2;416,56;833,12;681,1;Stock;5;0;1
43074;2024-04-17;MLT-07-0311;D047;R1;1;1;416,56;416,56;340,55;Stock;2;0;1
43075;2024-11-05;LOAD-04-0747;D018;R1;1;1;325,33;325,33;250,2;Stock;2;0;1
43076;2024-07-29;MLT-01-0206;D119;R3;1;1;37,03;37,03;21,54;Stock;2;0;1
43077;2025-05-31;MT-05-0088;D056;R2;1;1;162,55;162,55;109,76;Stock;2;0;1
43078;2025-08-06;MT-02-0071;D009;R1;1;1;302,44;302,44;225,04;Stock;2;0;1
43079;2025-09-25;MLT-03-0242;D115;R3;5;5;347,71;1738,55;1353,2;VOR;1;0;1
43080;2024-06-28;MRT-03-0375;D101;R3;2;2;255,09;510,18;401,76;VOR;1;0;1
43081;2024-07-01;MLT-02-0337;D043;R1;1;0;121,14;121,14;81,3;Stock;3;1;0
43082;2024-12-27;LOAD-M-03-0858;D092;R2;1;1;408,73;408,73;315,12;Stock;2;0;1
43083;2024-11-23;MRT-01-0394;D075;R2;4;4;41,14;164,56;97,2;Stock;3;0;1
43084;2025-06-03;LOAD-M-04-0871;D138;R4;1;1;824,4;824,4;612,78;Stock;3;0;1
43085;2025-04-12;MT-02-0172;D041;R1;4;4;127,32;509,28;336,56;Stock;3;0;1
43086;2024-09-18;MLT-09-0308;D118;R3;1;1;158,59;158,59;95,31;Stock;3;0;1
43087;2024-08-20;AWP-05-0694;D082;R2;5;5;158,91;794,55;484,9;VOR;1;0;1
43088;2025-10-10;AWP-05-0689;D106;R3;1;1;278,51;278,51;184,33;Stock;3;0;1
43089;2025-04-30;LOAD-M-01-0821;D003;R1;1;0;41,18;41,18;27,65;Stock;2;1;0
43090;2024-08-04;MLT-03-0242;D053;R2;3;3;333,37;1000,11;811,92;Stock;5;0;1
43091;2025-06-12;LOAD-10-0792;D076;R2;1;1;279,77;279,77;208,17;VOR;1;0;1
43092;2024-02-01;MT-08-0027;D072;R2;1;1;60,26;60,26;35,35;Stock;3;0;1
43093;2024-04-01;MT-01-0132;D004;R1;1;1;54,45;54,45;36,89;Stock;2;0;1
43094;2024-01-29;MI-MC-05-0459;D054;R2;1;1;147,77;147,77;94,87;VOR;1;0;1
43095;2024-10-30;MLT-09-0297;D034;R1;1;0;199,68;199,68;115,28;Stock;3;1;0
43096;2025-10-18;MLT-09-0276;D081;R2;1;1;254,53;254,53;159,54;Stock;2;0;1
43097;2025-10-26;LOAD-05-0766;D028;R1;6;6;178,03;1068,18;661,56;Stock;3;0;1
43098;2025-10-13;MLT-07-0222;D058;R2;1;1;307,16;307,16;262,51;Stock;3;0;1
43099;2025-11-07;LOAD-05-0714;D052;R2;2;2;214,6;429,2;279,66;VOR;1;0;1
43100;2024-04-01;LOAD-M-06-0831;D061;R2;7;7;167,45;1172,15;826,56;Stock;2;0;1
43101;2025-11-10;MT-05-0102;D047;R1;2;0;220,34;440,68;271,22;VOR;1;1;0
